t,abduct_L.q,abduct_L.w,abduct_R.q,abduct_R.w,hip_L.q,hip_L.w,hip_R.q,hip_R.w
1.895465598493e-02,8.592340259705e-04,9.087757892520e-02,-9.754800091488e-04,-1.031347956040e-01,-4.702942645237e-03,-4.958726498900e-01,-4.707652294821e-03,-4.963585485448e-01
1.916418424417e-02,8.783817017203e-04,9.189180806529e-02,-9.972100728237e-04,-1.042841344538e-01,-4.807414550964e-03,-5.013379994320e-01,-4.812226520927e-03,-5.018287745569e-01
1.937371250342e-02,8.977419202227e-04,9.290635302396e-02,-1.019180987208e-03,-1.054337762771e-01,-4.913031546077e-03,-5.068028164499e-01,-4.917946856478e-03,-5.072984518326e-01
1.958324076266e-02,9.173147479983e-04,9.392121711803e-02,-1.041392816114e-03,-1.065837242401e-01,-5.019793518383e-03,-5.122670950696e-01,-5.024813185867e-03,-5.127675743263e-01
1.979276902191e-02,9.371002522617e-04,9.493640365991e-02,-1.063845624019e-03,-1.077339815042e-01,-5.127700354455e-03,-5.177308294157e-01,-5.132825392216e-03,-5.182361359911e-01
2.000229728116e-02,9.570985009216e-04,9.595191595749e-02,-1.086539476061e-03,-1.088845512261e-01,-5.236751939638e-03,-5.231940136108e-01,-5.241983357384e-03,-5.237041307785e-01
2.021182554040e-02,9.773095625791e-04,9.696775731415e-02,-1.109474438038e-03,-1.100354365575e-01,-5.346948158043e-03,-5.286566417758e-01,-5.352286961958e-03,-5.291715526386e-01
2.042135379965e-02,9.977335065269e-04,9.798393102868e-02,-1.132650576410e-03,-1.111866406454e-01,-5.458288892550e-03,-5.341187080302e-01,-5.463736085261e-03,-5.346383955199e-01
2.063088205889e-02,1.018370402748e-03,9.900044039524e-02,-1.156067958293e-03,-1.123381666315e-01,-5.570774024807e-03,-5.395802064915e-01,-5.576330605347e-03,-5.401046533694e-01
2.084041031814e-02,1.039220321917e-03,1.000172887033e-01,-1.179726651464e-03,-1.134900176528e-01,-5.684403435229e-03,-5.450411312756e-01,-5.690070398999e-03,-5.455703201326e-01
2.104993857739e-02,1.060283335395e-03,1.010344792377e-01,-1.203626724355e-03,-1.146421968409e-01,-5.799177002997e-03,-5.505014764965e-01,-5.804955341735e-03,-5.510353897533e-01
2.125946683663e-02,1.081559515231e-03,1.020520152783e-01,-1.227768246052e-03,-1.157947073227e-01,-5.915094606060e-03,-5.559612362665e-01,-5.920985307801e-03,-5.564998561740e-01
2.146899509588e-02,1.103048934162e-03,1.030699001004e-01,-1.252151286300e-03,-1.169475522195e-01,-6.032156121132e-03,-5.614204046963e-01,-6.038160170176e-03,-5.619637133355e-01
2.167852335512e-02,1.124751665611e-03,1.040881369743e-01,-1.276775915493e-03,-1.181007346477e-01,-6.150361423694e-03,-5.668789758945e-01,-6.156479800567e-03,-5.674269551767e-01
2.188805161437e-02,1.146667783683e-03,1.051067291652e-01,-1.301642204680e-03,-1.192542577181e-01,-6.269710387991e-03,-5.723369439680e-01,-6.275944069412e-03,-5.728895756354e-01
2.209757987362e-02,1.168797363171e-03,1.061256799338e-01,-1.326750225560e-03,-1.204081245365e-01,-6.390202887034e-03,-5.777943030220e-01,-6.396552845879e-03,-5.783515686474e-01
2.230710813286e-02,1.191140479546e-03,1.071449925353e-01,-1.352100050483e-03,-1.215623382032e-01,-6.511838792599e-03,-5.832510471595e-01,-6.518305997865e-03,-5.838129281471e-01
2.251663639211e-02,1.213697208964e-03,1.081646702201e-01,-1.377691752449e-03,-1.227169018129e-01,-6.634617975225e-03,-5.887071704821e-01,-6.641203391994e-03,-5.892736480671e-01
2.272616465135e-02,1.236467628260e-03,1.091847162336e-01,-1.403525405102e-03,-1.238718184550e-01,-6.758540304215e-03,-5.941626670892e-01,-6.765244893622e-03,-5.947337223383e-01
2.293569291060e-02,1.259451814948e-03,1.102051338157e-01,-1.429601082738e-03,-1.250270912134e-01,-6.883605647637e-03,-5.996175310783e-01,-6.890430366830e-03,-6.001931448902e-01
2.314522116985e-02,1.282649847223e-03,1.112259262014e-01,-1.455918860294e-03,-1.261827231663e-01,-7.009813872321e-03,-6.050717565451e-01,-7.016759674430e-03,-6.056519096501e-01
2.335474942909e-02,1.306061803953e-03,1.122470966203e-01,-1.482478813354e-03,-1.273387173863e-01,-7.137164843860e-03,-6.105253375834e-01,-7.144232677957e-03,-6.111100105442e-01
2.356427768834e-02,1.329687764685e-03,1.132686482968e-01,-1.509281018145e-03,-1.284950769404e-01,-7.265658426608e-03,-6.159782682849e-01,-7.272849237678e-03,-6.165674414965e-01
2.377380594759e-02,1.353527809642e-03,1.142905844498e-01,-1.536325551535e-03,-1.296518048896e-01,-7.395294483683e-03,-6.214305427395e-01,-7.402609212584e-03,-6.220241964296e-01
2.398333420683e-02,1.377582019717e-03,1.153129082931e-01,-1.563612491033e-03,-1.308089042895e-01,-7.526072876963e-03,-6.268821550351e-01,-7.533512460392e-03,-6.274802692641e-01
2.419286246608e-02,1.401850476480e-03,1.163356230347e-01,-1.591141914789e-03,-1.319663781896e-01,-7.657993467087e-03,-6.323330992574e-01,-7.665558837548e-03,-6.329356539190e-01
2.440239072532e-02,1.426333262170e-03,1.173587318773e-01,-1.618913901588e-03,-1.331242296336e-01,-7.791056113455e-03,-6.377833694905e-01,-7.798748199219e-03,-6.383903443115e-01
2.461191898457e-02,1.451030459698e-03,1.183822380181e-01,-1.646928530857e-03,-1.342824616591e-01,-7.925260674228e-03,-6.432329598160e-01,-7.933080399302e-03,-6.438443343569e-01
2.482144724382e-02,1.475942152643e-03,1.194061446487e-01,-1.675185882655e-03,-1.354410772980e-01,-8.060607006325e-03,-6.486818643138e-01,-8.068555290417e-03,-6.492976179690e-01
2.503097550306e-02,1.501068425252e-03,1.204304549549e-01,-1.703686037676e-03,-1.366000795759e-01,-8.197094965426e-03,-6.541300770618e-01,-8.205172723907e-03,-6.547501890594e-01
2.524050376231e-02,1.526409362440e-03,1.214551721171e-01,-1.732429077250e-03,-1.377594715124e-01,-8.334724405968e-03,-6.595775921354e-01,-8.342932549841e-03,-6.602020415381e-01
2.545003202155e-02,1.551965049789e-03,1.224802993098e-01,-1.761415083336e-03,-1.389192561211e-01,-8.473495181149e-03,-6.650244036085e-01,-8.481834617012e-03,-6.656531693133e-01
2.565956028080e-02,1.577735573541e-03,1.235058397017e-01,-1.790644138524e-03,-1.400794364091e-01,-8.613407142923e-03,-6.704705055524e-01,-8.621878772936e-03,-6.711035662913e-01
2.586908854005e-02,1.603721020607e-03,1.245317964558e-01,-1.820116326037e-03,-1.412400153775e-01,-8.754460142003e-03,-6.759158920366e-01,-8.763064863850e-03,-6.765532263765e-01
2.607861679929e-02,1.629921478556e-03,1.255581727291e-01,-1.849831729721e-03,-1.424009960210e-01,-8.896654027858e-03,-6.813605571283e-01,-8.905392734717e-03,-6.820021434714e-01
2.628814505854e-02,1.656337035620e-03,1.265849716727e-01,-1.879790434054e-03,-1.435623813280e-01,-9.039988648713e-03,-6.868044948928e-01,-9.048862229220e-03,-6.874503114768e-01
2.649767331778e-02,1.682967780689e-03,1.276121964320e-01,-1.909992524134e-03,-1.447241742805e-01,-9.184463851552e-03,-6.922476993930e-01,-9.193473189764e-03,-6.928977242914e-01
2.670720157703e-02,1.709813803313e-03,1.286398501460e-01,-1.940438085687e-03,-1.458863778539e-01,-9.330079482113e-03,-6.976901646896e-01,-9.339225457476e-03,-6.983443758120e-01
2.691672983628e-02,1.736875193698e-03,1.296679359479e-01,-1.971127205062e-03,-1.470489950175e-01,-9.476835384889e-03,-7.031318848414e-01,-9.486118872204e-03,-7.037902599336e-01
2.712625809552e-02,1.764152042706e-03,1.306964569646e-01,-2.002059969227e-03,-1.482120287335e-01,-9.624731403128e-03,-7.085728539047e-01,-9.634153272517e-03,-7.092353705493e-01
2.733578635477e-02,1.791644441855e-03,1.317254163171e-01,-2.033236465771e-03,-1.493754819580e-01,-9.773767378834e-03,-7.140130659339e-01,-9.783328495703e-03,-7.146797015500e-01
2.758766979863e-02,1.824979751726e-03,1.329629598640e-01,-2.071037894200e-03,-1.507746815394e-01,-9.954438971113e-03,-7.205519813640e-01,-9.964168622275e-03,-7.212235384568e-01
2.783955324249e-02,1.858626859354e-03,1.342011467730e-01,-2.109191835371e-03,-1.521744967472e-01,-1.013675746776e-02,-7.270897838297e-01,-1.014665688868e-02,-7.277662292487e-01
2.809143668635e-02,1.892585927469e-03,1.354399824304e-01,-2.147698444992e-03,-1.535749326785e-01,-1.032072258714e-02,-7.336264629888e-01,-1.033079300489e-02,-7.343077633015e-01
2.834332013021e-02,1.926857120157e-03,1.366794722085e-01,-2.186557880054e-03,-1.549759944153e-01,-1.050633404500e-02,-7.401620084939e-01,-1.051657667821e-02,-7.408481299868e-01
2.859520357408e-02,1.961440602855e-03,1.379196214663e-01,-2.225770298824e-03,-1.563776870255e-01,-1.069359155449e-02,-7.466964099932e-01,-1.070400761325e-02,-7.473873186717e-01
2.884708701794e-02,1.996336542349e-03,1.391604355495e-01,-2.265335860846e-03,-1.577800155628e-01,-1.088249482615e-02,-7.532296571299e-01,-1.089308551196e-02,-7.539253187195e-01
2.909897046180e-02,2.031545106767e-03,1.404019197901e-01,-2.305254726933e-03,-1.591829850661e-01,-1.107304356791e-02,-7.597617395424e-01,-1.108381007360e-02,-7.604621194888e-01
2.935085390566e-02,2.067066465582e-03,1.416440795066e-01,-2.345527059168e-03,-1.605866005596e-01,-1.126523748510e-02,-7.662926468643e-01,-1.127618099475e-02,-7.669977103344e-01
2.960273734952e-02,2.102900789603e-03,1.428869200031e-01,-2.386153020895e-03,-1.619908670526e-01,-1.145907628041e-02,-7.728223687241e-01,-1.147019796930e-02,-7.735320806064e-01
2.985462079338e-02,2.139048250973e-03,1.441304465702e-01,-2.427132776720e-03,-1.633957895392e-01,-1.165455965395e-02,-7.793508947456e-01,-1.166586068849e-02,-7.800652196507e-01
3.010650423725e-02,2.175509023167e-03,1.453746644840e-01,-2.468466492503e-03,-1.648013729988e-01,-1.185168730319e-02,-7.858782145474e-01,-1.186316884082e-02,-7.865971168089e-01
3.035838768111e-02,2.212283280986e-03,1.466195790066e-01,-2.510154335357e-03,-1.662076223952e-01,-1.205045892300e-02,-7.924043177431e-01,-1.206212211216e-02,-7.931277614179e-01
3.061027112497e-02,2.249371200556e-03,1.478651953857e-01,-2.552196473645e-03,-1.676145426768e-01,-1.225087420563e-02,-7.989291939413e-01,-1.226272018567e-02,-7.996571428106e-01
3.086215456883e-02,2.286772959321e-03,1.491115188544e-01,-2.594593076972e-03,-1.690221387766e-01,-1.245293284070e-02,-8.054528327455e-01,-1.246496274181e-02,-8.061852503150e-01
3.111403801269e-02,2.324488736042e-03,1.503585546314e-01,-2.637344316186e-03,-1.704304156120e-01,-1.265663451524e-02,-8.119752237541e-01,-1.266884945837e-02,-8.127120732550e-01
3.136592145655e-02,2.362518710795e-03,1.516063079204e-01,-2.680450363369e-03,-1.718393780845e-01,-1.286197891362e-02,-8.184963565603e-01,-1.287438001044e-02,-8.192376009498e-01
3.161780490042e-02,2.400863064961e-03,1.528547839106e-01,-2.723911391837e-03,-1.732490310797e-01,-1.306896571762e-02,-8.250162207520e-01,-1.308155407043e-02,-8.257618227140e-01
3.186968834428e-02,2.439521981229e-03,1.541039877760e-01,-2.767727576136e-03,-1.746593794674e-01,-1.327759460639e-02,-8.315348059123e-01,-1.329037130805e-02,-8.322847278578e-01
3.212157178814e-02,2.478495643588e-03,1.553539246756e-01,-2.811899092033e-03,-1.760704281010e-01,-1.348786525643e-02,-8.380521016185e-01,-1.350083139032e-02,-8.388063056866e-01
3.237345523200e-02,2.517784237325e-03,1.566045997532e-01,-2.856426116520e-03,-1.774821818176e-01,-1.369977734166e-02,-8.445680974430e-01,-1.371293398156e-02,-8.453265455014e-01
3.262533867586e-02,2.557387949022e-03,1.578560181373e-01,-2.901308827800e-03,-1.788946454382e-01,-1.391333053333e-02,-8.510827829527e-01,-1.392667874340e-02,-8.518454365985e-01
3.287722211972e-02,2.597306966548e-03,1.591081849411e-01,-2.946547405294e-03,-1.803078237670e-01,-1.412852450008e-02,-8.575961477093e-01,-1.414206533477e-02,-8.583629682693e-01
3.312910556359e-02,2.637541479060e-03,1.603611052620e-01,-2.992142029626e-03,-1.817217215917e-01,-1.434535890793e-02,-8.641081812689e-01,-1.435909341190e-02,-8.648791298010e-01
3.338098900745e-02,2.678091676997e-03,1.616147841819e-01,-3.038092882627e-03,-1.831363436831e-01,-1.456383342025e-02,-8.706188731826e-01,-1.457776262834e-02,-8.713939104755e-01
3.363287245131e-02,2.718957752075e-03,1.628692267670e-01,-3.084400147327e-03,-1.845516947951e-01,-1.478394769778e-02,-8.771282129955e-01,-1.479807263491e-02,-8.779072995704e-01
3.388475589517e-02,2.760139897285e-03,1.641244380673e-01,-3.131064007949e-03,-1.859677796648e-01,-1.500570139864e-02,-8.836361902478e-01,-1.502002307974e-02,-8.844192863583e-01
3.413663933903e-02,2.801638306887e-03,1.653804231171e-01,-3.178084649910e-03,-1.873846030118e-01,-1.522909417830e-02,-8.901427944737e-01,-1.524361360828e-02,-8.909298601071e-01
3.438852278289e-02,2.843453176408e-03,1.666371869344e-01,-3.225462259813e-03,-1.888021695386e-01,-1.545412568960e-02,-8.966480152023e-01,-1.546884386324e-02,-8.974390100799e-01
3.464040622676e-02,2.885584702637e-03,1.678947345210e-01,-3.273197025442e-03,-1.902204839304e-01,-1.568079558274e-02,-9.031518419569e-01,-1.569571348464e-02,-9.039467255348e-01
3.489228967062e-02,2.928033083620e-03,1.691530708622e-01,-3.321289135759e-03,-1.916395508547e-01,-1.590910350529e-02,-9.096542642552e-01,-1.592422210981e-02,-9.104529957253e-01
3.514417311448e-02,2.970798518657e-03,1.704122009270e-01,-3.369738780901e-03,-1.930593749614e-01,-1.613904910215e-02,-9.161552716095e-01,-1.615436937334e-02,-9.169578098999e-01
3.539605655834e-02,3.013881208298e-03,1.716721296677e-01,-3.418546152173e-03,-1.944799608826e-01,-1.637063201561e-02,-9.226548535262e-01,-1.638615490715e-02,-9.234611573020e-01
3.564794000220e-02,3.057281354337e-03,1.729328620199e-01,-3.467711442045e-03,-1.959013132326e-01,-1.660385188531e-02,-9.291529995061e-01,-1.661957834041e-02,-9.299630271704e-01
3.589982344606e-02,3.100999159810e-03,1.741944029022e-01,-3.517234844146e-03,-1.973234366075e-01,-1.683870834823e-02,-9.356496990445e-01,-1.685463929960e-02,-9.364634087387e-01
3.615170688993e-02,3.145034828991e-03,1.754567572165e-01,-3.567116553260e-03,-1.987463355854e-01,-1.707520103871e-02,-9.421449416308e-01,-1.709133740850e-02,-9.429622912356e-01
3.640359033379e-02,3.189388567383e-03,1.767199298474e-01,-3.617356765325e-03,-2.001700147259e-01,-1.731332958844e-02,-9.486387167485e-01,-1.732967228815e-02,-9.494596638849e-01
3.665547377765e-02,3.234060581722e-03,1.779839256624e-01,-3.667955677421e-03,-2.015944785706e-01,-1.755309362648e-02,-9.551310138756e-01,-1.756964355688e-02,-9.559555159052e-01
3.690735722151e-02,3.279051079963e-03,1.792487495118e-01,-3.718913487773e-03,-2.030197316421e-01,-1.779449277920e-02,-9.616218224843e-01,-1.781125083033e-02,-9.624498365102e-01
3.715924066537e-02,3.324360271284e-03,1.805144062281e-01,-3.770230395741e-03,-2.044457784447e-01,-1.803752667036e-02,-9.681111320406e-01,-1.805449372138e-02,-9.689426149085e-01
3.741112410923e-02,3.369988366077e-03,1.817809006267e-01,-3.821906601817e-03,-2.058726234637e-01,-1.828219492104e-02,-9.745989320050e-01,-1.829937184023e-02,-9.754338403035e-01
3.766300755309e-02,3.415935575944e-03,1.830482375051e-01,-3.873942307622e-03,-2.073002711656e-01,-1.852849714967e-02,-9.810852118320e-01,-1.854588479434e-02,-9.819235018938e-01
3.791489099696e-02,3.462202113693e-03,1.843164216429e-01,-3.926337715898e-03,-2.087287259979e-01,-1.877643297202e-02,-9.875699609701e-01,-1.879403218845e-02,-9.884115888727e-01
3.816677444082e-02,3.508788193336e-03,1.855854578020e-01,-3.979093030505e-03,-2.101579923889e-01,-1.902600200121e-02,-9.940531688621e-01,-1.904381362459e-02,-9.948980904281e-01
3.841865788468e-02,3.555694030080e-03,1.868553507263e-01,-4.032208456418e-03,-2.115880747477e-01,-1.927720384769e-02,-1.000534824945e+00,-1.929522870204e-02,-1.001382995743e+00
3.867054132854e-02,3.602919840324e-03,1.881261051413e-01,-4.085684199718e-03,-2.130189774638e-01,-1.953003811926e-02,-1.007014918648e+00,-1.954827701738e-02,-1.007866293996e+00
3.892242477240e-02,3.650465841657e-03,1.893977257546e-01,-4.139520467589e-03,-2.144507049074e-01,-1.978450442105e-02,-1.013493439397e+00,-1.980295816445e-02,-1.014347974359e+00
3.917430821626e-02,3.698332252850e-03,1.906702172551e-01,-4.193717468314e-03,-2.158832614289e-01,-2.004060235552e-02,-1.019970376611e+00,-2.005927173436e-02,-1.020828025999e+00
3.942619166013e-02,3.746519293854e-03,1.919435843135e-01,-4.248275411271e-03,-2.173166513592e-01,-2.029833152248e-02,-1.026445719702e+00,-2.031721731551e-02,-1.027306438078e+00
3.967807510399e-02,3.795027185793e-03,1.932178315817e-01,-4.303194506924e-03,-2.187508790089e-01,-2.055769151905e-02,-1.032919458077e+00,-2.057679449356e-02,-1.033783199755e+00
3.992995854785e-02,3.843856150961e-03,1.944929636928e-01,-4.358474966820e-03,-2.201859486689e-01,-2.081868193971e-02,-1.039391581135e+00,-2.083800285141e-02,-1.040258300179e+00
4.018184199171e-02,3.893006412817e-03,1.957689852615e-01,-4.414117003587e-03,-2.216218646098e-01,-2.108130237623e-02,-1.045862078271e+00,-2.110084196928e-02,-1.046731728498e+00
4.048516197998e-02,3.952620279168e-03,1.973067674608e-01,-4.481601757763e-03,-2.233521350400e-01,-2.139971462770e-02,-1.053651727507e+00,-2.141951852901e-02,-1.054524845832e+00
4.078848196824e-02,4.012700783434e-03,1.988458541271e-01,-4.549611525718e-03,-2.250836462206e-01,-2.172048927275e-02,-1.061438985034e+00,-2.174055852400e-02,-1.062315503700e+00
4.109180195651e-02,4.073248322490e-03,2.003862532088e-01,-4.618146684910e-03,-2.268164054924e-01,-2.204362558313e-02,-1.069223832299e+00,-2.206396120536e-02,-1.070103683116e+00
4.139512194477e-02,4.134263295617e-03,2.019279726117e-01,-4.687207615015e-03,-2.285504201504e-01,-2.236912282493e-02,-1.077006250731e+00,-2.238972581845e-02,-1.077889365086e+00
4.169844193304e-02,4.195746104489e-03,2.034710202013e-01,-4.756794697918e-03,-2.302856974467e-01,-2.269698025862e-02,-1.084786221747e+00,-2.271785160286e-02,-1.085672530604e+00
4.200176192130e-02,4.257697153157e-03,2.050154038024e-01,-4.826908317694e-03,-2.320222445897e-01,-2.302719713904e-02,-1.092563726754e+00,-2.304833779241e-02,-1.093453160652e+00
4.230508190957e-02,4.320116848040e-03,2.065611311980e-01,-4.897548860602e-03,-2.337600687436e-01,-2.335977271536e-02,-1.100338747141e+00,-2.338118361516e-02,-1.101231236200e+00
4.260840189784e-02,4.383005597913e-03,2.081082101294e-01,-4.968716715062e-03,-2.354991770274e-01,-2.369470623114e-02,-1.108111264287e+00,-2.371638829339e-02,-1.109006738208e+00
4.291172188610e-02,4.446363813890e-03,2.096566482955e-01,-5.040412271651e-03,-2.372395765153e-01,-2.403199692425e-02,-1.115881259557e+00,-2.405395104360e-02,-1.116779647624e+00
4.321504187437e-02,4.510191909417e-03,2.112064533530e-01,-5.112635923081e-03,-2.389812742363e-01,-2.437164402695e-02,-1.123648714301e+00,-2.439387107653e-02,-1.124549945384e+00
4.351836186263e-02,4.574490300253e-03,2.127576329157e-01,-5.185388064194e-03,-2.407242771734e-01,-2.471364676580e-02,-1.131413609858e+00,-2.473614759710e-02,-1.132317612413e+00
4.382168185090e-02,4.639259404461e-03,2.143101945543e-01,-5.258669091938e-03,-2.424685922641e-01,-2.505800436172e-02,-1.139175927551e+00,-2.508077980448e-02,-1.140082629625e+00
4.412500183916e-02,4.704499642395e-03,2.158641457964e-01,-5.332479405361e-03,-2.442142263991e-01,-2.540471602996e-02,-1.146935648691e+00,-2.542776689202e-02,-1.147844977922e+00
4.442832182743e-02,4.770211436683e-03,2.174194941257e-01,-5.406819405593e-03,-2.459611864229e-01,-2.575378098010e-02,-1.154692754575e+00,-2.577710804728e-02,-1.155604638193e+00
4.473164181569e-02,4.836395212219e-03,2.189762469822e-01,-5.481689495835e-03,-2.477094791329e-01,-2.610519841603e-02,-1.162447226487e+00,-2.612880245204e-02,-1.163361591316e+00
4.503496180396e-02,4.903051396146e-03,2.205344117615e-01,-5.557090081340e-03,-2.494591112796e-01,-2.645896753598e-02,-1.170199045695e+00,-2.648284928227e-02,-1.171115818160e+00
4.533828179223e-02,4.970180417842e-03,2.220939958148e-01,-5.633021569402e-03,-2.512100895657e-01,-2.681508753249e-02,-1.177948193457e+00,-2.683924770811e-02,-1.178867299578e+00
4.564160178049e-02,5.037782708910e-03,2.236550064486e-01,-5.709484369343e-03,-2.529624206461e-01,-2.717355759242e-02,-1.185694651013e+00,-2.719799689394e-02,-1.186616016414e+00
4.594492176876e-02,5.105858703161e-03,2.252174509241e-01,-5.786478892493e-03,-2.547161111279e-01,-2.753437689691e-02,-1.193438399593e+00,-2.755909599828e-02,-1.194361949500e+00
4.624824175702e-02,5.174408836604e-03,2.267813364572e-01,-5.864005552181e-03,-2.564711675696e-01,-2.789754462145e-02,-1.201179420409e+00,-2.792254417386e-02,-1.202105079655e+00
4.655156174529e-02,5.243433547426e-03,2.283466702183e-01,-5.942064763717e-03,-2.582275964808e-01,-2.826305993578e-02,-1.208917694664e+00,-2.828834056759e-02,-1.209845387687e+00
4.685488173355e-02,5.312933275984e-03,2.299134593317e-01,-6.020656944379e-03,-2.599854043223e-01,-2.863092200397e-02,-1.216653203543e+00,-2.865648432054e-02,-1.217582854392e+00
4.715820172182e-02,5.382908464791e-03,2.314817108754e-01,-6.099782513395e-03,-2.617445975056e-01,-2.900112998437e-02,-1.224385928218e+00,-2.902697456797e-02,-1.225317460555e+00
